Country,Year,Month,Date,Breakdown_Type,Breakdown_Category,Percentage
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),34.89
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),10.41
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),2.35
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),8.41
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),26.25
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),4.78
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),1.84
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),10.81
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),25.36
Indonesia,2020,10,2020-10,Firm Size,Size: Micro (0-4),54.31
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),47.4
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),45.43
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),-43.46
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),30.72
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),25.83
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),80.09
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),5.58
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),40.45
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),14.29
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),15.77
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),12.98
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),24.87
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),19.66
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),92.3
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),26.12
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),64.16
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),39.86
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),25.19
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),0.31
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),12.94
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),16.93
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),10.05
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),12.08
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),5.65
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),26.25
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),34.37
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),12.78
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),-0.06
Indonesia,2020,10,2020-10,Firm Size,Size: Small (5-19),68.66
Indonesia,2020,10,2020-10,National Average,National Average,47.68
Indonesia,2020,10,2020-10,National Average,National Average,49.7
Indonesia,2020,10,2020-10,National Average,National Average,44.05
Indonesia,2020,10,2020-10,National Average,National Average,47.65
Indonesia,2020,10,2020-10,National Average,National Average,37.34
Indonesia,2020,10,2020-10,National Average,National Average,28.66
Indonesia,2020,10,2020-10,National Average,National Average,37.22
Indonesia,2020,10,2020-10,National Average,National Average,-47.09
Indonesia,2020,10,2020-10,National Average,National Average,-48.63
Indonesia,2020,10,2020-10,National Average,National Average,-42.58
Indonesia,2020,10,2020-10,National Average,National Average,-47.34
Indonesia,2020,10,2020-10,National Average,National Average,32.19
Indonesia,2020,10,2020-10,National Average,National Average,32.85
Indonesia,2020,10,2020-10,National Average,National Average,32.16
Indonesia,2020,10,2020-10,National Average,National Average,25.21
Indonesia,2020,10,2020-10,National Average,National Average,41.81
Indonesia,2020,10,2020-10,National Average,National Average,22.3
Indonesia,2020,10,2020-10,National Average,National Average,82.45
Indonesia,2020,10,2020-10,National Average,National Average,79.2
Indonesia,2020,10,2020-10,National Average,National Average,74.2
Indonesia,2020,10,2020-10,National Average,National Average,84.67
Indonesia,2020,10,2020-10,National Average,National Average,2.96
Indonesia,2020,10,2020-10,National Average,National Average,19.64
Indonesia,2020,10,2020-10,National Average,National Average,-4.8
Indonesia,2020,10,2020-10,National Average,National Average,38.78
Indonesia,2020,10,2020-10,National Average,National Average,25.51
Indonesia,2020,10,2020-10,National Average,National Average,44.06
Indonesia,2020,10,2020-10,National Average,National Average,7.14
Indonesia,2020,10,2020-10,National Average,National Average,13.87
Indonesia,2020,10,2020-10,National Average,National Average,0.01
Indonesia,2020,10,2020-10,National Average,National Average,6.24
Indonesia,2020,10,2020-10,National Average,National Average,5.64
Indonesia,2020,10,2020-10,National Average,National Average,8.02
Indonesia,2020,10,2020-10,National Average,National Average,4.3
Indonesia,2020,10,2020-10,National Average,National Average,5.14
Indonesia,2020,10,2020-10,National Average,National Average,5.97
Indonesia,2020,10,2020-10,National Average,National Average,6.3
Indonesia,2020,10,2020-10,National Average,National Average,4.6
Indonesia,2020,10,2020-10,National Average,National Average,6.08
Indonesia,2020,10,2020-10,National Average,National Average,24.51
Indonesia,2020,10,2020-10,National Average,National Average,37.74
Indonesia,2020,10,2020-10,National Average,National Average,17.94
Indonesia,2020,10,2020-10,National Average,National Average,21.64
Indonesia,2020,10,2020-10,National Average,National Average,13.51
Indonesia,2020,10,2020-10,National Average,National Average,19.69
Indonesia,2020,10,2020-10,National Average,National Average,3.96
Indonesia,2020,10,2020-10,National Average,National Average,13.13
Indonesia,2020,10,2020-10,National Average,National Average,93.28
Indonesia,2020,10,2020-10,National Average,National Average,93.07
Indonesia,2020,10,2020-10,National Average,National Average,95.88
Indonesia,2020,10,2020-10,National Average,National Average,92.91
Indonesia,2020,10,2020-10,National Average,National Average,14.12
Indonesia,2020,10,2020-10,National Average,National Average,12.17
Indonesia,2020,10,2020-10,National Average,National Average,21.35
Indonesia,2020,10,2020-10,National Average,National Average,13.52
Indonesia,2020,10,2020-10,National Average,National Average,67.79
Indonesia,2020,10,2020-10,National Average,National Average,57.41
Indonesia,2020,10,2020-10,National Average,National Average,87.23
Indonesia,2020,10,2020-10,National Average,National Average,67.64
Indonesia,2020,10,2020-10,National Average,National Average,39.02
Indonesia,2020,10,2020-10,National Average,National Average,35.58
Indonesia,2020,10,2020-10,National Average,National Average,59.82
Indonesia,2020,10,2020-10,National Average,National Average,36.6
Indonesia,2020,10,2020-10,National Average,National Average,18.2
Indonesia,2020,10,2020-10,National Average,National Average,20.84
Indonesia,2020,10,2020-10,National Average,National Average,27.86
Indonesia,2020,10,2020-10,National Average,National Average,15.86
Indonesia,2020,10,2020-10,National Average,National Average,1.54
Indonesia,2020,10,2020-10,National Average,National Average,9.52
Indonesia,2020,10,2020-10,National Average,National Average,21.95
Indonesia,2020,10,2020-10,National Average,National Average,8.36
Indonesia,2020,10,2020-10,National Average,National Average,7.32
Indonesia,2020,10,2020-10,National Average,National Average,3.84
Indonesia,2020,10,2020-10,National Average,National Average,9.68
Indonesia,2020,10,2020-10,National Average,National Average,29.71
Indonesia,2020,10,2020-10,National Average,National Average,5.99
Indonesia,2020,10,2020-10,National Average,National Average,2.88
Indonesia,2020,10,2020-10,National Average,National Average,16.15
Indonesia,2020,10,2020-10,National Average,National Average,18.18
Indonesia,2020,10,2020-10,National Average,National Average,0.19
Indonesia,2020,10,2020-10,National Average,National Average,9.1
Indonesia,2020,10,2020-10,National Average,National Average,1.1
Indonesia,2020,10,2020-10,National Average,National Average,8.49
Indonesia,2020,10,2020-10,National Average,National Average,20.26
Indonesia,2020,10,2020-10,National Average,National Average,10.28
Indonesia,2020,10,2020-10,National Average,National Average,8.35
Indonesia,2020,10,2020-10,National Average,National Average,8.49
Indonesia,2020,10,2020-10,National Average,National Average,25.74
Indonesia,2020,10,2020-10,National Average,National Average,45.42
Indonesia,2020,10,2020-10,National Average,National Average,17.7
Indonesia,2020,10,2020-10,National Average,National Average,32.12
Indonesia,2020,10,2020-10,National Average,National Average,37.27
Indonesia,2020,10,2020-10,National Average,National Average,6.12
Indonesia,2020,10,2020-10,National Average,National Average,20.91
Indonesia,2020,10,2020-10,National Average,National Average,47.26
Indonesia,2020,10,2020-10,National Average,National Average,11.37
Indonesia,2020,10,2020-10,National Average,National Average,4.38
Indonesia,2020,10,2020-10,National Average,National Average,14.47
Indonesia,2020,10,2020-10,National Average,National Average,-1.08
Indonesia,2020,10,2020-10,National Average,National Average,-0.1
Indonesia,2020,10,2020-10,National Average,National Average,-5.58
Indonesia,2020,10,2020-10,National Average,National Average,70.72
Indonesia,2020,10,2020-10,National Average,National Average,57.37
Indonesia,2020,10,2020-10,National Average,National Average,73.57
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),98.68
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),35.04
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),40.2
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),39.91
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),16.93
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),36.44
Indonesia,2021,03,2021-03,Firm Size,Size: Large (100+),14.42
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),78.47
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),53.4
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),2.75
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),5.33
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),33.58
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),12.03
Indonesia,2021,03,2021-03,Firm Size,Size: Medium (20-99),15.55
Indonesia,2021,03,2021-03,Firm Size,Size: Micro (0-4),50.92
Indonesia,2021,03,2021-03,Firm Size,Size: Micro (0-4),0.32
Indonesia,2021,03,2021-03,Firm Size,Size: Micro (0-4),0.83
Indonesia,2021,03,2021-03,Firm Size,Size: Micro (0-4),0.77
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),67.97
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),22.42
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),2.2
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),3.99
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),8.54
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),3.59
Indonesia,2021,03,2021-03,Firm Size,Size: Small (5-19),-1.9
Indonesia,2021,03,2021-03,National Average,National Average,61.15
Indonesia,2021,03,2021-03,National Average,National Average,58.49
Indonesia,2021,03,2021-03,National Average,National Average,61.54
Indonesia,2021,03,2021-03,National Average,National Average,32.24
Indonesia,2021,03,2021-03,National Average,National Average,12.61
Indonesia,2021,03,2021-03,National Average,National Average,34.4
Indonesia,2021,03,2021-03,National Average,National Average,1.98
Indonesia,2021,03,2021-03,National Average,National Average,2.2
Indonesia,2021,03,2021-03,National Average,National Average,2.26
Indonesia,2021,03,2021-03,National Average,National Average,3.17
Indonesia,2021,03,2021-03,National Average,National Average,1.24
Indonesia,2021,03,2021-03,National Average,National Average,3.32
Indonesia,2021,03,2021-03,National Average,National Average,8.22
Indonesia,2021,03,2021-03,National Average,National Average,3.6
Indonesia,2021,03,2021-03,National Average,National Average,9.35
Indonesia,2021,03,2021-03,National Average,National Average,7.36
Indonesia,2021,03,2021-03,National Average,National Average,3.6
Indonesia,2021,03,2021-03,National Average,National Average,8.26
Indonesia,2021,03,2021-03,National Average,National Average,4.07
Indonesia,2021,03,2021-03,National Average,National Average,-8.09
Indonesia,2021,03,2021-03,National Average,National Average,4.64
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),28.2
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),60.28
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),-38.32
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),80.96
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),-17.52
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),12.45
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),13.62
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),32.35
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),3.59
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),4.84
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),3.17
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),0.38
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),15.33
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),6.0
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),16.39
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),4.26
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),2.17
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),12.16
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),81.98
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),2.19
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),16.64
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),-16.57
Kenya,2020,07,2020-07,Firm Size,Size: Large (100+),64.32
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),33.24
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),72.51
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),-53.2
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),92.96
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),-23.46
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),12.67
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),18.29
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),35.18
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),4.56
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),12.45
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),12.41
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),3.6
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),12.1
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),9.72
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),16.0
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),0.95
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),6.77
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),5.93
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),84.85
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),1.75
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),13.17
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),-28.15
Kenya,2020,07,2020-07,Firm Size,Size: Medium (20-99),52.34
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),17.49
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),-61.2
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),93.56
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),9.21
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),20.08
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),2.96
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),10.67
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),5.02
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),1.34
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),5.83
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),1.02
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),7.17
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),0.29
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),2.18
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),6.64
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),85.85
Kenya,2020,07,2020-07,Firm Size,Size: Micro (0-4),3.75
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),21.82
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),72.02
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),-60.17
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),95.13
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),-18.24
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),7.32
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),17.38
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),28.75
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),2.99
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),17.07
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),10.76
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),1.29
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),7.92
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),1.56
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),7.46
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),0.37
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),4.86
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),8.84
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),81.91
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),3.87
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),7.47
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),-24.46
Kenya,2020,07,2020-07,Firm Size,Size: Small (5-19),35.62
Kenya,2020,07,2020-07,National Average,National Average,21.38
Kenya,2020,07,2020-07,National Average,National Average,30.07
Kenya,2020,07,2020-07,National Average,National Average,21.22
Kenya,2020,07,2020-07,National Average,National Average,20.55
Kenya,2020,07,2020-07,National Average,National Average,21.34
Kenya,2020,07,2020-07,National Average,National Average,70.86
Kenya,2020,07,2020-07,National Average,National Average,60.98
Kenya,2020,07,2020-07,National Average,National Average,71.09
Kenya,2020,07,2020-07,National Average,National Average,69.45
Kenya,2020,07,2020-07,National Average,National Average,73.26
Kenya,2020,07,2020-07,National Average,National Average,-58.77
Kenya,2020,07,2020-07,National Average,National Average,-42.71
Kenya,2020,07,2020-07,National Average,National Average,-54.95
Kenya,2020,07,2020-07,National Average,National Average,-58.04
Kenya,2020,07,2020-07,National Average,National Average,-61.41
Kenya,2020,07,2020-07,National Average,National Average,93.42
Kenya,2020,07,2020-07,National Average,National Average,86.05
Kenya,2020,07,2020-07,National Average,National Average,93.1
Kenya,2020,07,2020-07,National Average,National Average,93.95
Kenya,2020,07,2020-07,National Average,National Average,93.69
Kenya,2020,07,2020-07,National Average,National Average,-19.63
Kenya,2020,07,2020-07,National Average,National Average,-15.57
Kenya,2020,07,2020-07,National Average,National Average,-16.62
Kenya,2020,07,2020-07,National Average,National Average,-18.0
Kenya,2020,07,2020-07,National Average,National Average,-21.61
Kenya,2020,07,2020-07,National Average,National Average,9.35
Kenya,2020,07,2020-07,National Average,National Average,13.43
Kenya,2020,07,2020-07,National Average,National Average,11.2
Kenya,2020,07,2020-07,National Average,National Average,7.39
Kenya,2020,07,2020-07,National Average,National Average,9.75
Kenya,2020,07,2020-07,National Average,National Average,13.22
Kenya,2020,07,2020-07,National Average,National Average,12.88
Kenya,2020,07,2020-07,National Average,National Average,14.11
Kenya,2020,07,2020-07,National Average,National Average,14.8
Kenya,2020,07,2020-07,National Average,National Average,11.74
Kenya,2020,07,2020-07,National Average,National Average,25.37
Kenya,2020,07,2020-07,National Average,National Average,23.09
Kenya,2020,07,2020-07,National Average,National Average,24.42
Kenya,2020,07,2020-07,National Average,National Average,22.87
Kenya,2020,07,2020-07,National Average,National Average,27.93
Kenya,2020,07,2020-07,National Average,National Average,3.2
Kenya,2020,07,2020-07,National Average,National Average,3.89
Kenya,2020,07,2020-07,National Average,National Average,3.76
Kenya,2020,07,2020-07,National Average,National Average,3.01
Kenya,2020,07,2020-07,National Average,National Average,3.24
Kenya,2020,07,2020-07,National Average,National Average,12.72
Kenya,2020,07,2020-07,National Average,National Average,8.56
Kenya,2020,07,2020-07,National Average,National Average,20.47
Kenya,2020,07,2020-07,National Average,National Average,12.05
Kenya,2020,07,2020-07,National Average,National Average,12.7
Kenya,2020,07,2020-07,National Average,National Average,7.75
Kenya,2020,07,2020-07,National Average,National Average,4.56
Kenya,2020,07,2020-07,National Average,National Average,10.08
Kenya,2020,07,2020-07,National Average,National Average,6.2
Kenya,2020,07,2020-07,National Average,National Average,9.11
Kenya,2020,07,2020-07,National Average,National Average,1.57
Kenya,2020,07,2020-07,National Average,National Average,7.73
Kenya,2020,07,2020-07,National Average,National Average,2.53
Kenya,2020,07,2020-07,National Average,National Average,8.8
Kenya,2020,07,2020-07,National Average,National Average,0.58
Kenya,2020,07,2020-07,National Average,National Average,0.65
Kenya,2020,07,2020-07,National Average,National Average,6.81
Kenya,2020,07,2020-07,National Average,National Average,3.53
Kenya,2020,07,2020-07,National Average,National Average,10.22
Kenya,2020,07,2020-07,National Average,National Average,1.66
Kenya,2020,07,2020-07,National Average,National Average,1.54
Kenya,2020,07,2020-07,National Average,National Average,8.64
Kenya,2020,07,2020-07,National Average,National Average,2.04
Kenya,2020,07,2020-07,National Average,National Average,10.43
Kenya,2020,07,2020-07,National Average,National Average,1.46
Kenya,2020,07,2020-07,National Average,National Average,1.58
Kenya,2020,07,2020-07,National Average,National Average,6.81
Kenya,2020,07,2020-07,National Average,National Average,1.41
Kenya,2020,07,2020-07,National Average,National Average,6.96
Kenya,2020,07,2020-07,National Average,National Average,0.55
Kenya,2020,07,2020-07,National Average,National Average,1.65
Kenya,2020,07,2020-07,National Average,National Average,8.52
Kenya,2020,07,2020-07,National Average,National Average,3.49
Kenya,2020,07,2020-07,National Average,National Average,10.09
Kenya,2020,07,2020-07,National Average,National Average,0.38
Kenya,2020,07,2020-07,National Average,National Average,3.59
Kenya,2020,07,2020-07,National Average,National Average,7.54
Kenya,2020,07,2020-07,National Average,National Average,84.26
Kenya,2020,07,2020-07,National Average,National Average,3.5
Kenya,2020,07,2020-07,National Average,National Average,1.61
Kenya,2020,07,2020-07,National Average,National Average,9.51
Kenya,2020,07,2020-07,National Average,National Average,87.27
Kenya,2020,07,2020-07,National Average,National Average,1.61
Kenya,2020,07,2020-07,National Average,National Average,6.18
Kenya,2020,07,2020-07,National Average,National Average,5.99
Kenya,2020,07,2020-07,National Average,National Average,86.06
Kenya,2020,07,2020-07,National Average,National Average,1.42
Kenya,2020,07,2020-07,National Average,National Average,1.29
Kenya,2020,07,2020-07,National Average,National Average,8.87
Kenya,2020,07,2020-07,National Average,National Average,82.87
Kenya,2020,07,2020-07,National Average,National Average,5.91
Kenya,2020,07,2020-07,National Average,National Average,5.52
Kenya,2020,07,2020-07,National Average,National Average,6.35
Kenya,2020,07,2020-07,National Average,National Average,85.01
Kenya,2020,07,2020-07,National Average,National Average,1.75
Kenya,2020,07,2020-07,National Average,National Average,9.89
Kenya,2020,07,2020-07,National Average,National Average,9.94
Kenya,2020,07,2020-07,National Average,National Average,5.43
Kenya,2020,07,2020-07,National Average,National Average,9.1
Kenya,2020,07,2020-07,National Average,National Average,10.84
Kenya,2020,07,2020-07,National Average,National Average,-24.68
Kenya,2020,07,2020-07,National Average,National Average,-16.92
Kenya,2020,07,2020-07,National Average,National Average,-20.37
Kenya,2020,07,2020-07,National Average,National Average,-23.99
Kenya,2020,07,2020-07,National Average,National Average,-26.71
Kenya,2020,07,2020-07,National Average,National Average,42.73
Kenya,2020,07,2020-07,National Average,National Average,49.14
Kenya,2020,07,2020-07,National Average,National Average,40.1
Kenya,2020,07,2020-07,National Average,National Average,40.92
Kenya,2020,07,2020-07,National Average,National Average,43.2
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),59.7
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),30.99
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),-16.12
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),26.03
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),12.02
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),48.02
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),1.92
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),22.07
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),11.94
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),13.11
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),32.87
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),6.66
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),2.17
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),82.68
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),53.9
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),65.46
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),47.15
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),50.92
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),4.53
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),0.8
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),0.1
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),6.47
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),5.17
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),93.72
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),4.82
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),4.65
Kenya,2020,09,2020-09,Firm Size,Size: Large (100+),95.14
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),54.13
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),43.19
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),-34.01
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),11.03
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),29.48
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),69.55
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),-7.62
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),17.36
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),4.51
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),13.79
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),13.98
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),3.22
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),4.16
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),82.18
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),40.47
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),51.33
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),33.19
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),34.47
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),5.78
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),5.46
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),0.68
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),2.37
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),92.2
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),0.68
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),5.16
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),-2.03
Kenya,2020,09,2020-09,Firm Size,Size: Medium (20-99),92.94
Kenya,2020,09,2020-09,Firm Size,Size: Micro (0-4),35.9
Kenya,2020,09,2020-09,Firm Size,Size: Micro (0-4),57.91
