Country,Year,Month,Date,Breakdown_Type,Breakdown_Category,Percentage
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),2.38
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),73.81
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),-60.55
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),87.5
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),-21.49
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),80.95
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),35.71
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),11.9
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),26.19
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),16.67
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),2.38
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),5.45
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),-40.56
Afghanistan,2020,06,2020-06,Firm Size,Size: Large (100+),50.0
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),1.43
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),75.71
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),-69.11
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),92.65
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),-31.37
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),22.82
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),69.29
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),42.14
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),9.29
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),20.0
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),17.14
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),1.43
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),2.99
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),-47.47
Afghanistan,2020,06,2020-06,Firm Size,Size: Medium (20-99),49.29
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),1.96
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),73.04
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),-75.21
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),93.33
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),-28.1
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),31.74
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),67.16
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),34.8
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),4.41
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),13.73
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),16.18
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),1.47
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),0.72
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),-52.39
Afghanistan,2020,06,2020-06,Firm Size,Size: Small (5-19),50.49
Afghanistan,2020,06,2020-06,National Average,National Average,1.81
Afghanistan,2020,06,2020-06,National Average,National Average,0.7
Afghanistan,2020,06,2020-06,National Average,National Average,74.09
Afghanistan,2020,06,2020-06,National Average,National Average,64.71
Afghanistan,2020,06,2020-06,National Average,National Average,67.61
Afghanistan,2020,06,2020-06,National Average,National Average,-71.39
Afghanistan,2020,06,2020-06,National Average,National Average,-66.25
Afghanistan,2020,06,2020-06,National Average,National Average,-69.5
Afghanistan,2020,06,2020-06,National Average,National Average,92.45
Afghanistan,2020,06,2020-06,National Average,National Average,87.5
Afghanistan,2020,06,2020-06,National Average,National Average,91.04
Afghanistan,2020,06,2020-06,National Average,National Average,-28.53
Afghanistan,2020,06,2020-06,National Average,National Average,-17.36
Afghanistan,2020,06,2020-06,National Average,National Average,-24.99
Afghanistan,2020,06,2020-06,National Average,National Average,29.31
Afghanistan,2020,06,2020-06,National Average,National Average,24.53
Afghanistan,2020,06,2020-06,National Average,National Average,69.43
Afghanistan,2020,06,2020-06,National Average,National Average,47.06
Afghanistan,2020,06,2020-06,National Average,National Average,64.79
Afghanistan,2020,06,2020-06,National Average,National Average,37.56
Afghanistan,2020,06,2020-06,National Average,National Average,38.24
Afghanistan,2020,06,2020-06,National Average,National Average,45.07
Afghanistan,2020,06,2020-06,National Average,National Average,6.99
Afghanistan,2020,06,2020-06,National Average,National Average,11.76
Afghanistan,2020,06,2020-06,National Average,National Average,7.04
Afghanistan,2020,06,2020-06,National Average,National Average,17.36
Afghanistan,2020,06,2020-06,National Average,National Average,20.59
Afghanistan,2020,06,2020-06,National Average,National Average,15.49
Afghanistan,2020,06,2020-06,National Average,National Average,16.58
Afghanistan,2020,06,2020-06,National Average,National Average,11.76
Afghanistan,2020,06,2020-06,National Average,National Average,12.68
Afghanistan,2020,06,2020-06,National Average,National Average,0.26
Afghanistan,2020,06,2020-06,National Average,National Average,1.3
Afghanistan,2020,06,2020-06,National Average,National Average,0.7
Afghanistan,2020,06,2020-06,National Average,National Average,2.04
Afghanistan,2020,06,2020-06,National Average,National Average,0.91
Afghanistan,2020,06,2020-06,National Average,National Average,2.37
Afghanistan,2020,06,2020-06,National Average,National Average,-49.35
Afghanistan,2020,06,2020-06,National Average,National Average,-40.74
Afghanistan,2020,06,2020-06,National Average,National Average,-48.83
Afghanistan,2020,06,2020-06,National Average,National Average,50.0
Afghanistan,2020,06,2020-06,National Average,National Average,61.76
Afghanistan,2020,06,2020-06,National Average,National Average,40.85
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),9.47
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),-38.64
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),77.81
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),13.7
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),61.14
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),18.11
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),29.45
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),31.7
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),10.52
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),1.35
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),4.37
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),5.93
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),8.36
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),73.58
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),5.23
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),4.4
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),-21.56
Algeria,2020,08,2020-08,Firm Size,Size: Large (100+),61.76
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),6.56
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),-44.6
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),78.75
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),22.47
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),65.74
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),26.87
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),22.38
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),28.1
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),16.83
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),0.84
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),2.33
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),7.48
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),24.97
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),54.13
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),3.02
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),1.39
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),-24.98
Algeria,2020,08,2020-08,Firm Size,Size: Medium (20-99),57.91
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),5.31
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),-51.79
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),80.12
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),21.76
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),57.79
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),17.71
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),5.48
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),36.02
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),19.33
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),7.04
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),17.55
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),55.98
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),9.23
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),9.47
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),-24.01
Algeria,2020,08,2020-08,Firm Size,Size: Small (5-19),56.92
Algeria,2020,08,2020-08,National Average,National Average,6.35
Algeria,2020,08,2020-08,National Average,National Average,4.81
Algeria,2020,08,2020-08,National Average,National Average,8.17
Algeria,2020,08,2020-08,National Average,National Average,-47.78
Algeria,2020,08,2020-08,National Average,National Average,-43.5
Algeria,2020,08,2020-08,National Average,National Average,-53.54
Algeria,2020,08,2020-08,National Average,National Average,79.24
Algeria,2020,08,2020-08,National Average,National Average,72.55
Algeria,2020,08,2020-08,National Average,National Average,86.53
Algeria,2020,08,2020-08,National Average,National Average,21.08
Algeria,2020,08,2020-08,National Average,National Average,13.99
Algeria,2020,08,2020-08,National Average,National Average,24.85
Algeria,2020,08,2020-08,National Average,National Average,58.91
Algeria,2020,08,2020-08,National Average,National Average,62.99
Algeria,2020,08,2020-08,National Average,National Average,57.05
Algeria,2020,08,2020-08,National Average,National Average,20.68
Algeria,2020,08,2020-08,National Average,National Average,19.06
Algeria,2020,08,2020-08,National Average,National Average,23.87
Algeria,2020,08,2020-08,National Average,National Average,14.68
Algeria,2020,08,2020-08,National Average,National Average,15.03
Algeria,2020,08,2020-08,National Average,National Average,15.23
Algeria,2020,08,2020-08,National Average,National Average,30.92
Algeria,2020,08,2020-08,National Average,National Average,28.35
Algeria,2020,08,2020-08,National Average,National Average,35.23
Algeria,2020,08,2020-08,National Average,National Average,16.59
Algeria,2020,08,2020-08,National Average,National Average,17.3
Algeria,2020,08,2020-08,National Average,National Average,16.97
Algeria,2020,08,2020-08,National Average,National Average,0.88
Algeria,2020,08,2020-08,National Average,National Average,1.32
Algeria,2020,08,2020-08,National Average,National Average,0.73
Algeria,2020,08,2020-08,National Average,National Average,1.16
Algeria,2020,08,2020-08,National Average,National Average,1.11
Algeria,2020,08,2020-08,National Average,National Average,1.24
Algeria,2020,08,2020-08,National Average,National Average,6.8
Algeria,2020,08,2020-08,National Average,National Average,20.11
Algeria,2020,08,2020-08,National Average,National Average,55.88
Algeria,2020,08,2020-08,National Average,National Average,6.86
Algeria,2020,08,2020-08,National Average,National Average,6.31
Algeria,2020,08,2020-08,National Average,National Average,15.92
Algeria,2020,08,2020-08,National Average,National Average,54.98
Algeria,2020,08,2020-08,National Average,National Average,10.55
Algeria,2020,08,2020-08,National Average,National Average,7.58
Algeria,2020,08,2020-08,National Average,National Average,25.5
Algeria,2020,08,2020-08,National Average,National Average,56.6
Algeria,2020,08,2020-08,National Average,National Average,2.63
Algeria,2020,08,2020-08,National Average,National Average,5.63
Algeria,2020,08,2020-08,National Average,National Average,1.44
Algeria,2020,08,2020-08,National Average,National Average,8.87
Algeria,2020,08,2020-08,National Average,National Average,-24.0
Algeria,2020,08,2020-08,National Average,National Average,-17.67
Algeria,2020,08,2020-08,National Average,National Average,-28.94
Algeria,2020,08,2020-08,National Average,National Average,57.53
Algeria,2020,08,2020-08,National Average,National Average,50.06
Algeria,2020,08,2020-08,National Average,National Average,67.96
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),67.21
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),16.75
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),7.94
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),4.84
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),42.13
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),37.13
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),13.7
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),32.86
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),15.81
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),26.48
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),50.77
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),8.38
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),30.6
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),16.35
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),10.92
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),20.59
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),63.43
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),9.42
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),13.97
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),3.83
Argentina,2021,06,2021-06,Firm Size,Size: Large (100+),70.21
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),64.83
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),9.85
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),9.41
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),2.96
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),33.08
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),39.12
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),7.37
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),35.25
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),16.56
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),19.45
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),32.09
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),4.1
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),29.79
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),13.96
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),5.1
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),16.67
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),59.5
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),5.19
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),0.88
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),5.83
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),47.68
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),10.26
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),7.47
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),13.6
Argentina,2021,06,2021-06,Firm Size,Size: Medium (20-99),63.65
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),30.4
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),18.27
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),-10.3
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),5.37
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),3.33
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),51.83
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),8.06
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),7.26
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),23.56
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),8.64
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),0.08
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),2.74
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),8.16
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),4.44
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),3.32
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),21.41
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),13.42
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),6.5
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),7.1
Argentina,2021,06,2021-06,Firm Size,Size: Micro (0-4),28.01
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),66.32
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),17.48
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),-5.46
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),3.85
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),17.94
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),47.51
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),4.59
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),27.02
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),20.65
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),21.55
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),18.43
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),3.47
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),5.01
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),17.08
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),7.24
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),11.04
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),61.29
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),15.2
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),8.47
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),9.39
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),29.37
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),9.46
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),4.05
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),22.76
Argentina,2021,06,2021-06,Firm Size,Size: Small (5-19),56.74
Argentina,2021,06,2021-06,National Average,National Average,43.58
Argentina,2021,06,2021-06,National Average,National Average,52.38
Argentina,2021,06,2021-06,National Average,National Average,41.76
Argentina,2021,06,2021-06,National Average,National Average,41.06
Argentina,2021,06,2021-06,National Average,National Average,17.41
Argentina,2021,06,2021-06,National Average,National Average,22.27
Argentina,2021,06,2021-06,National Average,National Average,16.65
Argentina,2021,06,2021-06,National Average,National Average,15.62
Argentina,2021,06,2021-06,National Average,National Average,-7.28
Argentina,2021,06,2021-06,National Average,National Average,7.55
Argentina,2021,06,2021-06,National Average,National Average,-12.91
Argentina,2021,06,2021-06,National Average,National Average,-7.32
Argentina,2021,06,2021-06,National Average,National Average,4.75
Argentina,2021,06,2021-06,National Average,National Average,3.74
Argentina,2021,06,2021-06,National Average,National Average,5.84
Argentina,2021,06,2021-06,National Average,National Average,3.49
Argentina,2021,06,2021-06,National Average,National Average,10.12
Argentina,2021,06,2021-06,National Average,National Average,14.14
Argentina,2021,06,2021-06,National Average,National Average,8.41
Argentina,2021,06,2021-06,National Average,National Average,10.55
Argentina,2021,06,2021-06,National Average,National Average,49.51
Argentina,2021,06,2021-06,National Average,National Average,38.66
Argentina,2021,06,2021-06,National Average,National Average,55.8
Argentina,2021,06,2021-06,National Average,National Average,45.84
Argentina,2021,06,2021-06,National Average,National Average,7.09
Argentina,2021,06,2021-06,National Average,National Average,7.14
Argentina,2021,06,2021-06,National Average,National Average,7.2
Argentina,2021,06,2021-06,National Average,National Average,6.88
Argentina,2021,06,2021-06,National Average,National Average,15.24
Argentina,2021,06,2021-06,National Average,National Average,25.37
Argentina,2021,06,2021-06,National Average,National Average,6.25
Argentina,2021,06,2021-06,National Average,National Average,24.29
Argentina,2021,06,2021-06,National Average,National Average,19.71
Argentina,2021,06,2021-06,National Average,National Average,13.82
Argentina,2021,06,2021-06,National Average,National Average,19.49
Argentina,2021,06,2021-06,National Average,National Average,24.17
Argentina,2021,06,2021-06,National Average,National Average,22.72
Argentina,2021,06,2021-06,National Average,National Average,29.77
Argentina,2021,06,2021-06,National Average,National Average,27.08
Argentina,2021,06,2021-06,National Average,National Average,10.31
Argentina,2021,06,2021-06,National Average,National Average,13.67
Argentina,2021,06,2021-06,National Average,National Average,14.49
Argentina,2021,06,2021-06,National Average,National Average,12.19
Argentina,2021,06,2021-06,National Average,National Average,15.72
Argentina,2021,06,2021-06,National Average,National Average,1.44
Argentina,2021,06,2021-06,National Average,National Average,1.66
Argentina,2021,06,2021-06,National Average,National Average,1.07
Argentina,2021,06,2021-06,National Average,National Average,1.96
Argentina,2021,06,2021-06,National Average,National Average,5.72
Argentina,2021,06,2021-06,National Average,National Average,12.1
Argentina,2021,06,2021-06,National Average,National Average,4.29
Argentina,2021,06,2021-06,National Average,National Average,4.09
Argentina,2021,06,2021-06,National Average,National Average,11.22
Argentina,2021,06,2021-06,National Average,National Average,12.7
Argentina,2021,06,2021-06,National Average,National Average,12.89
Argentina,2021,06,2021-06,National Average,National Average,7.38
Argentina,2021,06,2021-06,National Average,National Average,5.37
Argentina,2021,06,2021-06,National Average,National Average,4.8
Argentina,2021,06,2021-06,National Average,National Average,5.12
Argentina,2021,06,2021-06,National Average,National Average,6.17
Argentina,2021,06,2021-06,National Average,National Average,6.71
Argentina,2021,06,2021-06,National Average,National Average,36.04
Argentina,2021,06,2021-06,National Average,National Average,12.63
Argentina,2021,06,2021-06,National Average,National Average,46.58
Argentina,2021,06,2021-06,National Average,National Average,4.84
Argentina,2021,06,2021-06,National Average,National Average,32.54
Argentina,2021,06,2021-06,National Average,National Average,6.13
Argentina,2021,06,2021-06,National Average,National Average,35.34
Argentina,2021,06,2021-06,National Average,National Average,13.35
Argentina,2021,06,2021-06,National Average,National Average,6.53
Argentina,2021,06,2021-06,National Average,National Average,7.38
Argentina,2021,06,2021-06,National Average,National Average,29.11
Argentina,2021,06,2021-06,National Average,National Average,23.55
Argentina,2021,06,2021-06,National Average,National Average,3.02
Argentina,2021,06,2021-06,National Average,National Average,6.11
Argentina,2021,06,2021-06,National Average,National Average,30.43
Argentina,2021,06,2021-06,National Average,National Average,13.84
Argentina,2021,06,2021-06,National Average,National Average,10.42
Argentina,2021,06,2021-06,National Average,National Average,8.16
Argentina,2021,06,2021-06,National Average,National Average,18.11
Argentina,2021,06,2021-06,National Average,National Average,7.21
Argentina,2021,06,2021-06,National Average,National Average,1.73
Argentina,2021,06,2021-06,National Average,National Average,6.7
Argentina,2021,06,2021-06,National Average,National Average,47.16
Argentina,2021,06,2021-06,National Average,National Average,9.62
Argentina,2021,06,2021-06,National Average,National Average,1.87
Argentina,2021,06,2021-06,National Average,National Average,4.55
Argentina,2021,06,2021-06,National Average,National Average,25.21
Argentina,2021,06,2021-06,National Average,National Average,5.07
Argentina,2021,06,2021-06,National Average,National Average,2.02
Argentina,2021,06,2021-06,National Average,National Average,6.82
Argentina,2021,06,2021-06,National Average,National Average,4.89
Argentina,2021,06,2021-06,National Average,National Average,28.31
Argentina,2021,06,2021-06,National Average,National Average,34.01
Argentina,2021,06,2021-06,National Average,National Average,18.47
Argentina,2021,06,2021-06,National Average,National Average,28.87
Argentina,2021,06,2021-06,National Average,National Average,58.57
Argentina,2021,06,2021-06,National Average,National Average,40.81
Argentina,2021,06,2021-06,National Average,National Average,68.88
Argentina,2021,06,2021-06,National Average,National Average,57.25
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),4.55
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),87.8
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),-69.49
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),95.35
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),56.82
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),31.82
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),6.82
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),56.82
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),50.0
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),2.27
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),2.27
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),21.43
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),9.52
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),52.38
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),2.38
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),22.56
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),-2.39
Bangladesh,2020,06,2020-06,Firm Size,Size: Medium (20-99),27.27
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),1.04
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),-56.59
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),95.83
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),23.26
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),12.5
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),2.43
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),65.62
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),40.97
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),0.35
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),0.69
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),12.63
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),7.02
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),66.32
Bangladesh,2020,06,2020-06,Firm Size,Size: Micro (0-4),6.32
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),1.95
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),88.62
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),-68.3
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),94.63
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),53.9
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),23.38
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),10.39
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),44.81
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),38.96
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),0.65
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),0.65
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),15.23
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),14.57
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),53.64
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),4.64
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),10.2
Bangladesh,2020,06,2020-06,Firm Size,Size: Small (5-19),-10.72
